"name","tier","division","wikidataId","homonyms"
"Ystalyfera RFC",3,"Welsh Championship","Q8059792",""
"Blaenavon RFC",4,"WRU Division One East","Q4923805",""
"Bala RFC",4,"WRU Division One North","Q4849694",""
"Bethesda RFC",4,"WRU Division One North","Q4897999",""
"Bro Ffestiniog RFC",4,"WRU Division One North","Q20593078",""
"Caernarfon RFC",4,"WRU Division One North","Q5016913",""
"Colwyn Bay RFC",4,"WRU Division One North","Q5150337",""
"Denbigh RFC",4,"WRU Division One North","",""
"Dolgellau RFC",4,"WRU Division One North","",""
"Llandudno RFC",4,"WRU Division One North","Q6661259",""
"Llangefni RFC",4,"WRU Division One North","Q6661447",""
"Llanidloes RFC",4,"WRU Division One North","Q6661608",""
"Mold RFC",4,"WRU Division One North","Q6895736",""
"Nant Conwy RFC",4,"WRU Division One North","Q6964269",""
"Newtown RFC",4,"WRU Division One North","Q16998949",""
"Pwllheli RFC",4,"WRU Division One North","Q7262777",""
"Ruthin RFC",4,"WRU Division One North","Q17017546",""
"Carmarthen Quins RFC",4,"WRU Division One West","Q1043501",""
"Felinfoel RFC",4,"WRU Division One West","Q5441918",""
"Kidwelly RFC",4,"WRU Division One West","Q6405071",""
"Abercynon RFC",5,"WRU Division Two East","Q4666842",""
"Abergavenny RFC",5,"WRU Division Two East","Q4667091",""
"Builth Wells RFC",5,"WRU Division Two East","Q4986693",""
"Caerphilly RFC",5,"WRU Division Two East","Q2932851",""
"Caldicot RFC",5,"WRU Division Two East","Q5019088",""
"Fleur De Lys RFC",5,"WRU Division Two East","Q5458866",""
"Garndiffaith RFC",5,"WRU Division Two East","Q5523592",""
"Gilfach Goch RFC",5,"WRU Division Two East","Q16992836",""
"Heol y Cyw RFC",5,"WRU Division Two East","Q5731584",""
"Llanishen RFC",5,"WRU Division Two East","Q6661624",""
"Llantrisant RFC",5,"WRU Division Two East","Q6661803",""
"Llantwit Fardre RFC",5,"WRU Division Two East","Q6661812",""
"Newport HSOB RFC",5,"WRU Division Two East","Q7018861",""
"Newport Saracens RFC",5,"WRU Division Two East","Q16998904",""
"Penarth RFC",5,"WRU Division Two East","Q3374636",""
"Pill Harriers RFC",5,"WRU Division Two East","Q7194094",""
"Rhymney RFC",5,"WRU Division Two East","Q7321659",""
"Tredegar RFC",5,"WRU Division Two East","Q7837475",""
"Treherbert RFC",5,"WRU Division Two East","Q17020879",""
"Tylorstown RFC",5,"WRU Division Two East","Q7860287",""
"Ynysybwl RFC",5,"WRU Division Two East","Q8054084",""
"Abergele RFC",5,"WRU Division Two North","",""
"Bangor RFC",5,"WRU Division Two North","Q3634172","Q25171856"
"Caereinion OBRA",5,"WRU Division Two North","",""
"Machynlleth RFC",5,"WRU Division Two North","",""
"Rhyl and District RFC",5,"WRU Division Two North","Q7321627",""
"Shotton Steel RFC",5,"WRU Division Two North","",""
"Welshpool RFC",5,"WRU Division Two North","Q7982060",""
"Wrexham RFC",5,"WRU Division Two North","Q8038123",""
"Aberavon Quins RFC",5,"WRU Division Two West","Q4666778",""
"Aberystwyth RFC",5,"WRU Division Two West","Q4667222",""
"BP Llandarcy RFC",5,"WRU Division Two West","",""
"Carmarthen Athletic RFC",5,"WRU Division Two West","Q5043191",""
"Cwmavon RFC",5,"WRU Division Two West","Q5197226",""
"Cwmllynfell RFC",5,"WRU Division Two West","Q5197250",""
"Gorseinon RFC",5,"WRU Division Two West","Q5586878",""
"Loughor RFC",5,"WRU Division Two West","Q6686228",""
"Maesteg RFC",5,"WRU Division Two West","Q936108",""
"Mumbles RFC",5,"WRU Division Two West","Q6935358",""
"Nantymoel RFC",5,"WRU Division Two West","Q6964402",""
"Penclawdd RFC",5,"WRU Division Two West","Q7162346",""
"Pencoed RFC",5,"WRU Division Two West","Q7162349",""
"Pontyberem RFC",5,"WRU Division Two West","Q7228393",""
"Tumble RFC",5,"WRU Division Two West","Q7852548",""
"Waunarlwydd RFC",5,"WRU Division Two West","Q7975196",""
"Abercarn RFC",6,"WRU Division Three East","Q4666798",""
"Abertillery RFC",6,"WRU Division Three East","Q4667198",""
"Blaina RFC",6,"WRU Division Three East","Q4923915",""
"Brynithel RFC",6,"WRU Division Three East","Q4980990",""
"Croesyceiliog RFC",6,"WRU Division Three East","Q5187460",""
"Cwmbran RFC",6,"WRU Division Three East","Q5197231",""
"Gwernyfed RFC",6,"WRU Division Three East","Q5623563",""
"Nelson RFC",6,"WRU Division Three East","Q6990701",""
"New Tredegar RFC",6,"WRU Division Three East","Q7012158",""
"Pontllanfraith RFC",6,"WRU Division Three East","Q7228310",""
"Pontypool United RFC",6,"WRU Division Three East","Q7228411",""
"Risca RFC",6,"WRU Division Three East","Q7335833",""
"Senghenydd RFC",6,"WRU Division Three East","Q7450566",""
"Tredegar Ironsides RFC",6,"WRU Division Three East","Q7837472",""
"Bennllech RFC",6,"WRU Division Three North","",""
"Caer Borderers RFC",6,"WRU Division Three North","",""
"Flint RFC",6,"WRU Division Three North","",""
"Harlech RFC",6,"WRU Division Three North","",""
"Holyhead RFC",6,"WRU Division Three North","",""
"Llangoed RFC",6,"WRU Division Three North","",""
"Llangollen RFC",6,"WRU Division Three North","",""
"Menai Bridge RFC",6,"WRU Division Three North","",""
"Porthmadog RFC",6,"WRU Division Three North","",""
"Rhosllanerchrugg RFC",6,"WRU Division Three North","",""
"Rhosllanerchrugog RFC",6,"WRU Division Three North","",""
"Shotten Steel RFC",6,"WRU Division Three North","",""
"Dowlais RFC",6,"WRU Division Three South East","Q5302696",""
"Fairwater RFC",6,"WRU Division Three South East","",""
"Llandaff North RFC",6,"WRU Division Three South East","Q6661133",""
"Llandaff RFC",6,"WRU Division Three South East","Q6661135",""
"Old Illtydians RFC",6,"WRU Division Three South East","Q7084263",""
"Pentyrch RFC",6,"WRU Division Three South East","Q7165335",""
"Rhiwbina RFC",6,"WRU Division Three South East","Q7320725",""
"Taffs Well RFC",6,"WRU Division Three South East","Q7674956",""
"Tonyrefail RFC",6,"WRU Division Three South East","",""
"Aberavon Green Stars RFC",6,"WRU Division Three South West","Q4666776",""
"Amman United RFC",6,"WRU Division Three South West","Q4747139",""
"Banwen RFC",6,"WRU Division Three South West","Q4857344",""
"Briton Ferry RFC",6,"WRU Division Three South West","Q4971506",""
"Brynamman RFC",6,"WRU Division Three South West","",""
"Bryncoch RFC",6,"WRU Division Three South West","Q4980937",""
"Cwmgors RFC",6,"WRU Division Three South West","Q5197246",""
"Maesteg Celtic RFC",6,"WRU Division Three South West","Q6729310",""
"Morriston RFC",6,"WRU Division Three South West","Q6914101",""
"Nantyffyllon RFC",6,"WRU Division Three South West","Q6964396",""
"Seven Sisters RFC",6,"WRU Division Three South West","Q7457436",""
"Taibach RFC",6,"WRU Division Three South West","Q7675878",""
"Tonna RFC",6,"WRU Division Three South West","Q7821565",""
"Vardre RFC",6,"WRU Division Three South West","",""
"Cardigan RFC",6,"WRU Division Three West","Q5038510",""
"Haverfordwest RFC",6,"WRU Division Three West","Q5683768",""
"Lampeter Town RFC",6,"WRU Division Three West","Q6482414",""
"Laugharne RFC",6,"WRU Division Three West","Q16932226",""
"Llandeilo RFC",6,"WRU Division Three West","Q6661192",""
"Llanybydder RFC",6,"WRU Division Three West","",""
"Pembroke Dock Harlequins RFC",6,"WRU Division Three West","Q7161953",""
"Pontarddulais RFC",6,"WRU Division Three West","Q7228079",""
"Tenby United RFC",6,"WRU Division Three West","Q7699539",""
"Trimsaran RFC",6,"WRU Division Three West","Q17020913",""
"Abercwmboi RFC",7,"WRU Division Four East","Q108470459",""
"Barry RFC",7,"WRU Division Four East","Q4864636",""
"Bridgend Sports RFC",7,"WRU Division Four East","Q4966541",""
"Cardiff Quins RFC",7,"WRU Division Four East","Q5038454",""
"Cefn Coed RFC",7,"WRU Division Four East","",""
"Chepstow RFC",7,"WRU Division Four East","Q5091734",""
"Cilfynydd RFC",7,"WRU Division Four East","Q5119939",""
"Ferndale RFC",7,"WRU Division Four East","Q5445067",""
"Llantwit Major RFC",7,"WRU Division Four East","Q16996776",""
"Machen RFC",7,"WRU Division Four East","Q6723487",""
"Oakdale RFC",7,"WRU Division Four East","Q7073813",""
"Penygraig RFC",7,"WRU Division Four East","Q7165410",""
"Pontyclun RFC",7,"WRU Division Four East","Q7228395",""
"Pontycymmer RFC",7,"WRU Division Four East","Q7228396",""
"Porth Harlequins RFC",7,"WRU Division Four East","Q7231735",""
"St Joseph's RFC",7,"WRU Division Four East","Q7589212",""
"Wattstown RFC",7,"WRU Division Four East","",""
"Abercrave RFC",7,"WRU Division Four South West","Q4666814",""
"Alltwen RFC",7,"WRU Division Four South West","",""
"Brynamman RFC,",7,"WRU Division Four South West","",""
"Glyncorrwg RFC",7,"WRU Division Four South West","Q5572911",""
"Hirwaun RFC,",7,"WRU Division Four South West","",""
"Neath Athletic RFC",7,"WRU Division Four South West","",""
"Pontardawe RFC",7,"WRU Division Four South West","Q7228068",""
"Porthcawl RFC",7,"WRU Division Four South West","Q7231752",""
"Pyle RFC",7,"WRU Division Four South West","Q7263081",""
"Resolven RFC",7,"WRU Division Four South West","Q7315715",""
"Ystradgynlais RFC",7,"WRU Division Four South West","Q8059808",""
"Aberaeron RFC",7,"WRU Division Four West","",""
"Betws RFC",7,"WRU Division Four West","Q4899222",""
"Birchgrove RFC",7,"WRU Division Four West","Q4915736",""
"Burry Port RFC",7,"WRU Division Four West","Q5000543",""
"Cefneithin RFC",7,"WRU Division Four West","Q5057278",""
"Hendy RFC",7,"WRU Division Four West","Q5714086",""
"Milford Haven RFC",7,"WRU Division Four West","",""
"Neyland RFC",7,"WRU Division Four West","Q16933489",""
"Pembroke RFC",7,"WRU Division Four West","Q7161970",""
"Tycroes RFC",7,"WRU Division Four West","",""
"Bettws RFC",8,"WRU Division Five East","Q4898679",""
"Blackwood Stars RFC",8,"WRU Division Five East","",""
"Crumlin RFC",8,"WRU Division Five East","Q5190057",""
"Hartridge RFC",8,"WRU Division Five East","",""
"Llanhilleth RFC",8,"WRU Division Five East","Q6661599",""
"Monmouth RFC",8,"WRU Division Five East","Q6901107",""
"Trinant RFC",8,"WRU Division Five East","Q7842301",""
"Usk RFC",8,"WRU Division Five East","Q7902009",""
"Baglan RFC",8,"WRU Division Five South Central","Q4841969",""
"Blaengarw RFC",8,"WRU Division Five South Central","",""
"Bryncethin RFC",8,"WRU Division Five South Central","Q4980935",""
"Cefn Cribwr RFC",8,"WRU Division Five South Central","Q5057252",""
"Crynant RFC",8,"WRU Division Five South Central","Q5190496",""
"Cwmgwrach RFC",8,"WRU Division Five South Central","Q5197249",""
"Hirwaun RFC",8,"WRU Division Five South Central","",""
"Ogmore Vale RFC",8,"WRU Division Five South Central","",""
"Rhigos RFC",8,"WRU Division Five South Central","Q7320526",""
"South Wales Police RFC",8,"WRU Division Five South Central","Q7568781",""
"Canton RFC",8,"WRU Division Five South East","Q39049974",""
"Cowbridge RFC",8,"WRU Division Five South East","Q5179615",""
"Deri RFC",8,"WRU Division Five South East","Q5262557",""
"Dinas Powys RFC",8,"WRU Division Five South East","",""
"Old Penarthians RFC",8,"WRU Division Five South East","Q7084711",""
"St Albans RFC",8,"WRU Division Five South East","","Q7592279"
"Cwmtwrch RFC",8,"WRU Division Five South West","Q5197257",""
"Glais RFC",8,"WRU Division Five South West","Q124840669",""
"Llandybie RFC",8,"WRU Division Five South West","Q6661264",""
"New Dock Stars RFC",8,"WRU Division Five South West","",""
"Penlan RFC",8,"WRU Division Five South West","",""
"Swansea Uplands RFC",8,"WRU Division Five South West","Q7653717",""
"Bynea RFC",8,"WRU Division Five West","",""
"Fishguard and Goodwick RFC",8,"WRU Division Five West","Q5454979",""
"Furance United RFC",8,"WRU Division Five West","",""
"Llangwm RFC",8,"WRU Division Five West","",""
"Penygroes RFC",8,"WRU Division Five West","",""
"Pontyates RFC",8,"WRU Division Five West","",""
"St Clears RFC",8,"WRU Division Five West","",""
"St Davids RFC",8,"WRU Division Five West","Q7587731",""
"Aberavon Naval Club",9,"WRU Division Six Central","",""
"Caereu Ely RFC",9,"WRU Division Six Central","",""
"Cardiff Saracens RFC",9,"WRU Division Six Central","Q5038459",""
"CRC Caerdydd RFC",9,"WRU Division Six Central","",""
"Glyncoch RFC",9,"WRU Division Six Central","",""
"Llandrindod Wells RFC",9,"WRU Division Six Central","",""
"Llanrumney RFC",9,"WRU Division Six Central","",""
"Pontrhydyfen RFC",9,"WRU Division Six Central","",""
"Ynysowen RFC",9,"WRU Division Six Central","",""
"Aberbargoed RFC",9,"WRU Division Six East","",""
"Aberbeeg RFC",9,"WRU Division Six East","",""
"Abertysswg RFC",9,"WRU Division Six East","",""
"Beaufort RFC",9,"WRU Division Six East","",""
"Blaina United RFC",9,"WRU Division Six East","",""
"Cefn Fforest RFC",9,"WRU Division Six East","",""
"Cwm RFC",9,"WRU Division Six East","",""
"Forgeside RFC",9,"WRU Division Six East","",""
"Markham RFC",9,"WRU Division Six East","",""
"New Panteg RFC",9,"WRU Division Six East","Q19577410",""
"Trefil RFC",9,"WRU Division Six East","",""
"Abertridwr RFC",9,"WRU Division Six South East","",""
"Caerleon RFC",9,"WRU Division Six South East","Q5016906",""
"Crickhowell RFC",9,"WRU Division Six South East","",""
"Cwmcam RFC",9,"WRU Division Six South East","",""
"Hafodyrynys RFC",9,"WRU Division Six South East","",""
"Hollybush RFC",9,"WRU Division Six South East","",""
"Rogerstone RFC",9,"WRU Division Six South East","",""
"St Julians HSOB",9,"WRU Division Six South East","",""
"Whiteheads RFC",9,"WRU Division Six South East","",""
"Aberavon Naval Club RFC",9,"WRU Division Six West","",""
"Blaenau RFC",9,"WRU Division Six West","",""
"Fall Bay RFC",9,"WRU Division Six West","",""
"Llangadog RFC",9,"WRU Division Six West","",""
"Llansawel RFC",9,"WRU Division Six West","",""
"Mynydd y Garegg RFC",9,"WRU Division Six West","",""
"Nantgaredig RFC",9,"WRU Division Six West","",""
"Pantyffynnon RFC",9,"WRU Division Six West","",""
"Penybanc RFC",9,"WRU Division Six West","",""
"South Gower RFC",9,"WRU Division Six West","",""
"Tregaron RFC",9,"WRU Division Six West","",""
"Cardiff Harlequins RFC",NA,NA,"Q5038423",""
"Cardiff Lions",NA,NA,"Q5038439",""
"Crawshays RFC",NA,NA,"Q5183011",""
"Glamorgan County RFC",NA,NA,"Q3108474",""
"Glamorgan Police RFC",NA,NA,"Q5566543",""
"Llwynypia RFC",NA,NA,"Q6662913",""
"Monmouthshire County RFC",NA,NA,"Q6901165",""
"Nantyglo RFC",NA,NA,"Q6964397",""
"Swansea University RFC",NA,NA,"Q7653713",""
"Whitland RFC",NA,NA,"Q7996537",""
