"wikidataId","fullName","type","inceptionDate","terminationDate","altNames","affiliations","countries","competitions","homeVenueNames","homeVenueCapacities","locations","allRugbyIds","googleKnowlIds","wikipediaEn","wikipediaFr","wikipediaIt","wikipediaEs","wikipediaJa","dbpediaId"
"Q2567970","Croatia national rugby union team","national rugby union team",1992-01-01,NA,"Equipe de Croatie de rugby a XV; Nazionale di rugby XV della Croazia; ru hrv",NA,"Croatia",NA,NA,NA,NA,NA,NA,"Croatia_national_rugby_union_team","%C3%89quipe_de_Croatie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Croazia","Selecci%C3%B3n_de_rugby_de_Croacia",NA,NA
"Q2569139","Slovakia national rugby union team","national rugby union team",NA,NA,"Equipe de Slovaquie de rugby a XV; Nazionale di rugby XV della Slovacchia",NA,"Slovakia",NA,NA,NA,NA,NA,NA,"Slovakia_national_rugby_union_team","%C3%89quipe_de_Slovaquie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Slovacchia",NA,NA,"http://dbpedia.org/resource/Slovakia_national_rugby_union_team"
"Q2569433","Hungary national rugby union team","national rugby union team",NA,NA,"Équipe d'Hongrie de rugby à XV; Equipe de Hongrie de rugby a XV; Nazionale di rugby XV dell'Ungheria",NA,"Hungary",NA,NA,NA,NA,NA,NA,"Hungary_national_rugby_union_team","%C3%89quipe_de_Hongrie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_dell%27Ungheria",NA,NA,NA
"Q2571617","Colombia national rugby union team","national rugby union team",1996-01-01,NA,"Seleccion de rugby de Colombia; Seleccion nacional de rugby de Colombia; Selección nacional de rugby de Colombia; Equipe de Colombie de rugby a XV; Nazionale di rugby XV della Colombia; ru 🇨🇴; ru col; tucanes; Reprezentacja Kolumbii w rugby mężczyzn; Seleção Colombiana de Râguebi",NA,"Colombia",NA,NA,NA,NA,NA,NA,"Colombia_national_rugby_union_team","%C3%89quipe_de_Colombie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Colombia","Selecci%C3%B3n_de_rugby_de_Colombia",NA,NA
"Q2572572","Paraguay national rugby union team","national rugby union team",NA,NA,"Seleccion de rugby de Paraguay; Seleccion de rugby del Paraguay; Selección de rugby del Paraguay; Seleccion nacional de rugby de Paraguay; Selección nacional de rugby de Paraguay; Equipe du Paraguay de rugby a XV; Nazionale di rugby XV del Paraguay; ru pry; Seleção Paraguaia de Râguebi",NA,"Paraguay",NA,NA,NA,NA,NA,NA,"Paraguay_national_rugby_union_team","%C3%89quipe_du_Paraguay_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Paraguay","Selecci%C3%B3n_de_rugby_de_Paraguay",NA,NA
"Q2573690","Algeria national rugby union team","national rugby union team",NA,NA,"Seleccion de rugby de Argelia; Nazionale di rugby XV dell'Algeria",NA,"Algeria",NA,NA,NA,NA,NA,NA,"Algeria_national_rugby_union_team","%C3%89quipe_d%27Alg%C3%A9rie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_dell%27Algeria","Selecci%C3%B3n_de_rugby_de_Argelia",NA,NA
"Q2592934","Wombats RC","rugby union club",NA,NA,"Wombats Rugby Club",NA,"Austria",NA,NA,NA,NA,NA,NA,"Wombats_RC",NA,NA,NA,NA,"http://dbpedia.org/resource/Wombats_RC"
"Q2625567","Castricumse Rugbyclub","rugby union club",NA,NA,NA,NA,"Netherlands",NA,NA,NA,NA,NA,"120jr5y9",NA,NA,NA,NA,NA,NA
"Q2633484","Utrechtse Studenten Rugby Society","rugby union club",NA,NA,NA,NA,"Netherlands",NA,NA,NA,NA,NA,"121d6f87",NA,NA,NA,NA,NA,NA
"Q2637322","Petrarca Rugby","rugby union club",1947-01-01,NA,"Petrarca; Petrarca Padova; Rugby Petrarca; ペトラルカ・パドヴァ; Petrarca Padova Rugby; Petrarca Rugby S.r.l.; Neri","Italian Rugby Federation","Italy","Serie A Élite","Stadio Plebiscito","7715","Padua",NA,NA,"Petrarca_Rugby","Petrarca_Rugby_Padoue","Petrarca_Rugby","Petrarca_Rugby","%E3%83%9A%E3%83%88%E3%83%A9%E3%83%AB%E3%82%AB%E3%83%BB%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC","http://dbpedia.org/resource/Petrarca_Rugby"
"Q2640559","Independiente de Neuquén","rugby union club",1921-01-01,NA,"Independiente de Neuquen; Club Atletico Independiente; Club Independiente; Club Independiente de Neuquen; Club Independiente de Neuquén; Independiente; Club Atlético Independiente de Neuquen; Club Atlético Independiente de Neuquén; Independiente Neuquen; Атлетический клуб Индепендиенте",NA,"Argentina",NA,"Estadio La Chacra",NA,"Neuquén",NA,NA,"Independiente_de_Neuqu%C3%A9n",NA,NA,"Club_Atl%C3%A9tico_Independiente_(Neuqu%C3%A9n)",NA,NA
"Q2650954","SRC Thor","rugby union club",NA,NA,NA,NA,"Netherlands",NA,NA,NA,NA,NA,"122zkfw1",NA,NA,NA,NA,NA,NA
"Q2700173","Groninger Studenten Rugby Club","rugby union club",1986-01-01,NA,"Rugbystuds, Groninger Studenten",NA,"Netherlands",NA,NA,NA,NA,NA,NA,"Groninger_Studenten_Rugby_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Groninger_Studenten_Rugby_Club"
"Q2721746","Brazil national rugby union team","national rugby union team",1950-09-09,NA,"Tupi’s; Seleccion de rugby de Brasil; Seleccion de rugby del Brasil; Selección de rugby del Brasil; Seleccion nacional de rugby de Brasil; Selección nacional de rugby de Brasil; Nazionale di rugby XV del Brasile; ru bra; Reprezentacja Brazylii w rugby mężczyzn; Seleção Brasileira de Râguebi; Seleção Brasileira de Rúgbi; Seleção brasileira de rugby; Seleção Brasileira de Rugby Feminino; Seleção Brasileira de Rugby Masculino; Selecção brasileira de rugby",NA,"Brazil",NA,NA,NA,NA,NA,NA,"Brazil_national_rugby_union_team","%C3%89quipe_du_Br%C3%A9sil_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Brasile","Selecci%C3%B3n_de_rugby_de_Brasil","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%96%E3%83%A9%E3%82%B8%E3%83%AB%E4%BB%A3%E8%A1%A8",NA
"Q2722488","Norway national rugby union team","national rugby union team",NA,NA,"Equipe de Norvege de rugby a XV; Nazionale di rugby XV della Norvegia; Det norske herrelandslaget i rugby union",NA,"Norway",NA,NA,NA,NA,NA,NA,"Norway_national_rugby_union_team","%C3%89quipe_de_Norv%C3%A8ge_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Norvegia",NA,NA,NA
"Q2727012","C.F. Os Belenenses (rugby union)","rugby union team",1928-01-01,NA,"Clube de Futebol Os Belenenses; Belenenses; Clube de Futebol; «Os Belenenses»",NA,"Portugal",NA,"Estádio do Restelo",NA,NA,NA,NA,"C.F._Os_Belenenses_(rugby_union)","Clube_de_Futebol_Os_Belenenses_(rugby_%C3%A0_XV)",NA,NA,NA,"http://dbpedia.org/resource/C.F._Os_Belenenses_(rugby_union)"
"Q2733519","Morocco national rugby union team","national rugby union team",1931-12-15,NA,"المنتخب المغربي لركبي; ركبي مغربي; nazionale di rugby XV del Marocco; nazionale marocchina di rugby; ru mar; Reprezentacja Maroka w rugby mężczyzn; Lions de l'Atlas; Atlas Lions",NA,"Morocco",NA,NA,NA,NA,NA,NA,"Morocco_national_rugby_union_team","%C3%89quipe_du_Maroc_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Marocco","Selecci%C3%B3n_de_rugby_de_Marruecos","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%A2%E3%83%AD%E3%83%83%E3%82%B3%E4%BB%A3%E8%A1%A8","http://dbpedia.org/resource/Morocco_national_rugby_union_team"
"Q2734570","CR El Salvador","rugby union team",1960-01-01,NA,"El Salvador Rugby; Cetransa; Cetransa El Salvador; Cetransa salvador; Club de Rugby El Salvador; Chamizos; SilverStorm El Salvador; los chamizos","Spanish Rugby Federation","Spain","División de Honor de Rugby","Estadio Pepe Rojo","5000","Valladolid",NA,NA,"CR_El_Salvador","El_Salvador_Rugby","Club_de_Rugby_El_Salvador","Club_de_Rugby_El_Salvador","CR%E3%82%A8%E3%83%AB%E3%83%BB%E3%82%B5%E3%83%AB%E3%83%90%E3%83%89%E3%83%BC%E3%83%AB","http://dbpedia.org/resource/CR_El_Salvador"
"Q2735810","Sweden national rugby union team","national rugby union team",1949-10-23,NA,"Blågult; Equipe de Suede de rugby a XV; Nazionale di rugby XV della Svezia; nazionale svedese di rugby; Reprezentacja Szwecji w rugby mężczyzn; Sveriges herrlandslag i rugby",NA,"Sweden",NA,NA,NA,NA,NA,NA,"Sweden_national_rugby_union_team","%C3%89quipe_de_Su%C3%A8de_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Svezia","Selecci%C3%B3n_de_rugby_de_Suecia",NA,NA
"Q2740626","S.L. Benfica","rugby union team",1924-12-26,NA,"SL Benfica; SL Benfica rugby; S.L. Benfica (rugby union); Benfica; Associação SLB Rugby; Águias",NA,"Portugal","Campeonato Português de Rugby",NA,NA,"Lisbon",NA,NA,"S.L._Benfica_(rugby_union)","Sport_Lisboa_e_Benfica_(rugby_%C3%A0_XV)","Sport_Lisboa_e_Benfica_(rugby_a_15)",NA,NA,"http://dbpedia.org/resource/S.L._Benfica_(rugby_union)"
"Q2740841","AEIS Agronomia","rugby union team",1935-01-01,NA,"Associacao de Estudantes do Instituto Superior Agronomia; Agronomia; Associação de Estudantes do Instituto Superior de Agronomia",NA,"Portugal",NA,"Tapada da Ajuda",NA,"Lisbon",NA,NA,"AEIS_Agronomia","Associa%C3%A7%C3%A3o_de_Estudantes_do_Instituto_Superior_Agronomia",NA,NA,NA,"http://dbpedia.org/resource/AEIS_Agronomia"
"Q2740865","Clube de Rugby de Arcos de Valdevez","rugby union team",1981-01-01,NA,"Club de Rugby de Arcos de Valdevez; CRAV",NA,"Portugal",NA,NA,NA,"Arcos de Valdevez",NA,NA,"Clube_de_Rugby_de_Arcos_de_Valdevez","Clube_de_Rugby_de_Arcos_de_Valdevez",NA,NA,NA,"http://dbpedia.org/resource/Clube_de_Rugby_de_Arcos_de_Valdevez"
"Q2756860","Sporting Club Graulhetois","rugby union team",1910-01-01,NA,"SC Graulhet; SC Grahlet",NA,"France",NA,NA,NA,"Graulhet",NA,NA,"Sporting_Club_Graulhetois","Sporting_Club_graulhetois",NA,NA,NA,"http://dbpedia.org/resource/Sporting_Club_Graulhetois"
"Q2756879","Avenir Valencien","rugby union team",1903-01-01,NA,NA,NA,"France",NA,NA,NA,"Valence",NA,NA,"Avenir_Valencien","Avenir_valencien",NA,NA,NA,"http://dbpedia.org/resource/Avenir_Valencien"
"Q2759870","Gimnasia y Tiro","rugby union club",1902-11-29,NA,"Club Gimnasia y Tiro; Gimnasia y Tiro de Salta; Club de Gimnasia y Tiro de Salta; Club de Gimnasia y Tiro",NA,"Argentina",NA,"El Gigante del Norte Stadium",NA,"Salta",NA,NA,"Gimnasia_y_Tiro","Club_de_Gimnasia_y_Tiro","Club_de_Gimnasia_y_Tiro_de_Salta","Club_de_Gimnasia_y_Tiro",NA,NA
"Q2817228","SC Mazamet","rugby union team",1905-01-01,NA,"Sporting club mazametain; SC mazamétain; SCM; Sporting club mazamétain",NA,"France",NA,NA,NA,"Mazamet",NA,NA,"SC_Mazamet","Sporting_Club_mazam%C3%A9tain",NA,NA,NA,"http://dbpedia.org/resource/SC_Mazamet"
"Q2817319","Stade Montchaninois","rugby union team",1961-01-01,NA,"Stade  Monchanin; Stade montchaninois Bourgogne",NA,"France",NA,NA,NA,"Montchanin",NA,NA,"Stade_Montchaninois","Stade_montchaninois_Bourgogne",NA,NA,NA,"http://dbpedia.org/resource/Stade_Montchaninois"
"Q2819481","ASUB Waterloo","rugby union team",1959-01-01,NA,"ASUB Rugby Waterloo; proudtobeblue",NA,"Belgium",NA,NA,NA,NA,NA,NA,"ASUB_Waterloo","ASUB_Rugby_Waterloo",NA,NA,NA,"http://dbpedia.org/resource/ASUB_Waterloo"
"Q2819484","RSV Köln","rugby union team",1951-01-01,NA,"ASV Köln; ASV Cologne; Cologne Crusaders; Cologne Crushers; Rugby-Sport-Verein Köln e. V.; Rugby-Sport-Verein Köln e.V.; Rugby-Sport-Verein Köln",NA,"Germany","Rugby-Bundesliga",NA,NA,NA,NA,NA,"RSV_K%C3%B6ln","RSV_K%C3%B6ln",NA,NA,NA,"http://dbpedia.org/resource/RSV_Köln"
"Q2821574","Aberdeen GSFP RFC","rugby union team",1893-01-01,NA,"Aberdeen GSFP; Aberdeen Grammar Rugby; Aberdeen Grammar Rugby Football Club",NA,"United Kingdom","Scottish Premiership","Rubislaw Playing Fields",NA,NA,NA,NA,"Aberdeen_GSFP_RFC","Aberdeen_GSFP_Rugby_Football_Club",NA,NA,NA,"http://dbpedia.org/resource/Aberdeen_GSFP_RFC"
"Q2822078","Abu Dhabi Harlequins","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abu_Dhabi_Harlequins","Abu_Dhabi_Harlequins",NA,NA,NA,"http://dbpedia.org/resource/Abu_Dhabi_Harlequins"
"Q2827226","AgroUniversity Kazan","rugby union club",1967-01-01,NA,"«Стрела-Агро»; Агроуниверситет; Strela-Agro Kazan; Strela; Регбийный клуб «Стрела» Казань",NA,"Russia",NA,NA,NA,NA,NA,NA,"Strela-Agro_Kazan","Strela_Kazan",NA,NA,NA,"http://dbpedia.org/resource/Strela-Agro_Kazan"
"Q2834681","Cardenales Rugby Club","rugby union club",1944-01-01,NA,"Cardenales; Purpurados, Nales","Argentine Rugby Union","Argentina","Torneo del Noroeste",NA,NA,"San Miguel de Tucumán",NA,NA,"Cardenales_Rugby_Club",NA,NA,"Cardenales_Rugby_Club",NA,"http://dbpedia.org/resource/Cardenales_Rugby_Club"
"Q2841363","Rugby San Donà","rugby union club",1959-01-01,NA,"Amatori Rugby San Donà; Associazione Rugby Rosca San Donà; Associazione Rugby San Donà; Rugby San Donà S.S.D.r.l","Italian Rugby Federation","Italy","Serie B","Stadio Romolo Pacifici","1500",NA,NA,"112yg120_","Rugby_San_Don%C3%A0","Amatori_Rugby_San_Don%C3%A0","Rugby_San_Don%C3%A0",NA,NA,"http://dbpedia.org/resource/Rugby_San_Donà"
"Q2841455","Club San Luis","rugby union club",1961-01-01,NA,"Marista, Cicloneta; San Luis",NA,"Argentina",NA,NA,NA,"Tolosa",NA,NA,"Club_San_Luis","Club_San_Luis_(rugby_%C3%A0_XV)",NA,"Club_San_Luis",NA,"http://dbpedia.org/resource/Club_San_Luis"
"Q2857438","Union sportive romanaise et péageoise","rugby union team",1908-01-01,2016-06-30,"Union Sportive Romanaise et Peageoise; US romanaise et péageoise; US Romans; US Romans-Péage; USRP; 罗芒-佩阿日堡体育联盟",NA,"France",NA,NA,NA,"Romans-sur-Isère",NA,"121kq3ww",NA,"Union_sportive_romanaise_et_p%C3%A9ageoise",NA,NA,NA,NA
"Q2868057","AS Mérignac","rugby union team",1972-02-04,NA,"Association sportive Mérignac rugby; AS Mérignac rugby; Association sportive Merignac rugby; Mérignac rugby; Sport athlétique mérignacais (rugby)",NA,"France",NA,NA,NA,"Mérignac",NA,"122kc8_m",NA,"Association_sportive_M%C3%A9rignac_rugby",NA,NA,NA,NA
"Q2868062","AS Saint-Junien","rugby union team",1904-01-01,NA,"ASSJR; Association sportive Saint-Junien rugby; AS Saint Junien; Association sportive Saint-Junien",NA,"France",NA,NA,NA,"Saint-Junien",NA,"122tpds5",NA,"Association_sportive_Saint-Junien_rugby",NA,NA,NA,NA
"Q2868073","Association Sportive Bayonnaise","rugby union club",1905-01-01,NA,NA,NA,"France",NA,NA,NA,NA,NA,"122fpt6j",NA,"Association_sportive_bayonnaise",NA,NA,NA,NA
"Q2868101","Association sportive de Villeurbanne et de l'Éveil lyonnais rugby","rugby union club",1899-01-01,NA,"ASVEL Rugby",NA,"France",NA,"Stade Georges Lyvet",NA,"Villeurbanne",NA,"1ylhlkg7v",NA,"Association_sportive_de_Villeurbanne_et_de_l%27%C3%89veil_lyonnais_rugby",NA,NA,NA,NA
"Q2868124","Association sportive fleurantine","rugby union club",1906-03-07,NA,"AS Fleurance; ASF Fleurance Rugby; Association sportive fleurantine rugby",NA,"France",NA,NA,NA,"Fleurance",NA,"1215jdl4",NA,"Association_sportive_fleurantine",NA,NA,NA,NA
"Q2868153","Association sportive mâconnaise","rugby union team",1909-01-01,NA,"AS Mâcon",NA,"France",NA,NA,NA,"Q119164384",NA,"121xkdbf",NA,"Association_sportive_m%C3%A2connaise",NA,NA,NA,NA
"Q2868156","AS Soustons","rugby union team",1926-01-01,NA,"Association sportive soustonnaise",NA,"France",NA,"Stade Rémy-Goalard",NA,"Soustons",NA,"122jx0q4",NA,"Association_sportive_soustonnaise_rugby",NA,NA,NA,NA
"Q2868158","Amicale sportive vauréenne","rugby union team",1906-01-01,NA,"ASV Lavaur",NA,"France",NA,NA,NA,"Lavaur",NA,"120t4lhy",NA,"Amicale_sportive_vaur%C3%A9enne",NA,NA,NA,NA
"Q2868218","Academica Coimbra – rugby","rugby union team",1955-01-01,NA,"AA Coimbra; Associação Académica Coimbra Rugby; Associacao Academica de Coimbra (rugby a XV); Associação académica de coimbra (rugby à xv); Academica Coimbra (rugby)",NA,"Portugal","Campeonato Português de Rugby","Estádio Municipal Sérgio Conceição","8000",NA,NA,NA,"Associa%C3%A7%C3%A3o_Acad%C3%A9mica_de_Coimbra_(rugby_union)","Associa%C3%A7%C3%A3o_Acad%C3%A9mica_de_Coimbra_(rugby_%C3%A0_XV)","Associa%C3%A7%C3%A3o_Acad%C3%A9mica_de_Coimbra_(rugby_a_15)",NA,NA,NA
"Q2869022","Athens RFC","rugby union team",2004-01-01,NA,"Athens Rugby Football Club",NA,"Greece",NA,NA,NA,NA,NA,NA,"Athens_RFC","Athens_RFC",NA,NA,NA,"http://dbpedia.org/resource/Athens_RFC"
"Q2870092","Attica Springboks RFC","rugby union team",2000-01-01,NA,"Attica Springboks; Springboks; Attica Springboks Rugby Football Club",NA,"Greece",NA,NA,NA,NA,NA,NA,"Attica_Springboks_RFC","Attica_Springboks_RFC",NA,NA,NA,"http://dbpedia.org/resource/Attica_Springboks_RFC"
"Q2873446","Avenir aturin rugby","rugby union team",1908-01-16,NA,"Avenir aturin",NA,"France",NA,NA,NA,"Aire-sur-l'Adour",NA,"12283x1q",NA,"Avenir_aturin_rugby",NA,NA,NA,NA
"Q2873447","Avenir castanéen rugby","rugby union team",1968-01-01,NA,"Avenir castanéen",NA,"France",NA,NA,NA,"Castanet-Tolosan",NA,"121jcd23",NA,"Avenir_castan%C3%A9en_rugby",NA,NA,NA,NA
"Q2873456","AS Bédarrides Châteauneuf-du-Pape","rugby union team",1923-01-01,NA,"Avenir sportif de Bédarrides",NA,"France",NA,NA,NA,"Bédarrides",NA,"12215drx",NA,"Avenir_sportif_de_B%C3%A9darrides_Ch%C3%A2teauneuf-du-Pape",NA,NA,NA,NA
"Q2873463","Avenir sportif de M'saken","rugby union club",1991-01-01,NA,NA,NA,"Tunisia",NA,NA,NA,"M'saken",NA,"121w1h9s",NA,"Avenir_sportif_de_M%27saken",NA,NA,NA,NA
"Q2877524","BUC St Josse","rugby union team",NA,NA,"Brussels University Club; Brussels University Club Saint-Josse; BUC Rugby Club; Saint-Josse RC; Saint-Josse Rugby; Saint-Josse Rugby Club; BUC Saint-Josse; Brussels University Club Saint-Josse Rugby Club",NA,"Belgium",NA,NA,NA,NA,NA,NA,"BUC_St_Josse","BUC_Saint-Josse_Rugby_Club",NA,NA,NA,"http://dbpedia.org/resource/BUC_St_Josse"
"Q2881428","Ballymena RFC","rugby union club",1887-01-01,NA,"Ballymena Rugby Club; Ballymena R.F.C.; Ballymena Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Ballymena_R.F.C.","Ballymena_Rugby_Football_Club","Ballymena_Rugby_Football_Club",NA,NA,"http://dbpedia.org/resource/Ballymena_R.F.C."
"Q2881429","Brisbane City","rugby union club",2007-01-01,NA,"Ballymore Tornadoes; Brisbane City (rugby union)",NA,"Australia",NA,"Ballymore Stadium",NA,NA,NA,NA,"Brisbane_City_(rugby_union)","Brisbane_City_(rugby_%C3%A0_XV)",NA,"Brisbane_City",NA,"http://dbpedia.org/resource/Brisbane_City_(rugby_union)"
"Q2881438","Ballynahinch RFC","rugby union team",1954-01-01,NA,"Ballynahinch Rugby Football Club",NA,"Ireland","All-Ireland League",NA,NA,NA,NA,NA,"Ballynahinch_RFC","Ballynahinch_Rugby_Football_Club",NA,NA,NA,"http://dbpedia.org/resource/Ballynahinch_RFC"
"Q2882075","Club Banco Nación","rugby union club",1909-01-01,NA,"CABNA; Club Atletico Banco de la Nacion Argentina; Banco Nacion; Club Atlético Banco de la Nación Argentina; Banco Nación",NA,"Argentina",NA,NA,NA,"Vicente López",NA,NA,"Club_Atl%C3%A9tico_Banco_de_la_Naci%C3%B3n_Argentina","Club_Atl%C3%A9tico_Banco_de_la_Naci%C3%B3n_Argentina","Club_Atl%C3%A9tico_Banco_de_la_Naci%C3%B3n_Argentina","Club_Atl%C3%A9tico_Banco_de_la_Naci%C3%B3n_Argentina",NA,"http://dbpedia.org/resource/Club_Atlético_Banco_de_la_Nación_Argentina"
"Q2884711","Barnhall RFC","rugby union team",1969-01-01,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA,"MU_Barnhall_RFC","Barnhall_Rugby_Football_Club",NA,NA,NA,NA
"Q2888930","Tucumán Rugby Club","rugby union club",1942-01-01,NA,"Tucuman Rugby Club; Tucumán; Verdinegro","Argentine Rugby Union","Argentina",NA,NA,NA,"Yerba Buena",NA,NA,"Tucum%C3%A1n_Rugby_Club","Tucum%C3%A1n_Rugby_Club",NA,"Tucum%C3%A1n_Rugby_Club",NA,"http://dbpedia.org/resource/Tucumán_Rugby_Club"
"Q2893513","Bective Rangers","rugby union team",1881-01-01,NA,"Bective Rangers FC; Rangers; Bective Rangers Football Club",NA,"Ireland",NA,"Donnybrook Stadium",NA,NA,NA,NA,"Bective_Rangers","Bective_Rangers_Rugby_Football_Club",NA,NA,NA,"http://dbpedia.org/resource/Bective_Rangers"
"Q2894320","Belfast Harlequins","rugby union team",1999-01-01,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA,"Belfast_Harlequins","Belfast_Harlequins_Rugby_Football_Club","Belfast_Harlequins_RFC",NA,NA,NA
"Q2896859","Bera Bera RT","rugby union team",1983-01-01,NA,"Akaba Bera Bera; Atlético Bera Bera; Akaba Bera-Bera; Atletico Bera Bera; Bera bera rugby taldea; Bera-Bera Rugby Taldea; AVK Bera Bera",NA,"Spain","División de Honor de Rugby",NA,NA,"San Sebastián",NA,NA,"Bera_Bera_RT","Bera_Bera_Rugby",NA,"Bera_Bera_Rugby_Taldea",NA,"http://dbpedia.org/resource/Bera_Bera_RT"
"Q2897277","Berliner SV 92 Rugby","rugby union team",1892-01-01,NA,"Berliner SV 1892 Rugby; Berliner Sport-Verein 1892 e.V.",NA,"Germany","Rugby-Bundesliga",NA,NA,NA,NA,NA,"Berliner_SV_1892_Rugby","Berliner_SV_92",NA,NA,NA,"http://dbpedia.org/resource/Berliner_SV_1892_Rugby"
"Q2902403","Biggar RFC","rugby union team",1975-01-01,NA,"Biggar Rugby; Biggar; Biggar Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Biggar_RFC","Biggar_Rugby_Football_Club",NA,NA,NA,"http://dbpedia.org/resource/Biggar_RFC"
"Q2904530","Birmingham & Solihull R.F.C.","rugby union team",1989-01-01,NA,"Bees Rugby; Birmingham & Solihull; Birmingham & Solihull Rugby Football Club; Birmingham and Solihull; Pertemps Bees; Birmingham & Solihull Bees; Birmingham & Solihull Rugby Football Club Ltd",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Birmingham_%26_Solihull_R.F.C.","Birmingham_and_Solihull_Rugby_Football_Club",NA,NA,NA,"http://dbpedia.org/resource/Birmingham_&_Solihull_R.F.C."
"Q2905584","Blackrock College RFC","rugby union club",1881-01-01,NA,"Blackrock College Rugby; Rock; Blackrock College Rugby Football Club",NA,"Ireland","All-Ireland League",NA,NA,NA,NA,NA,"Blackrock_College_RFC","Blackrock_College_Rugby_Football_Club","Blackrock_College_RFC",NA,NA,"http://dbpedia.org/resource/Blackrock_College_RFC"
"Q2908794","Bohemian Rugby Football Club","rugby union club",1922-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1229knr_",NA,"Bohemian_Rugby_Football_Club",NA,NA,NA,NA
"Q2909126","Boitsfort Rugby Club","rugby union team",1970-01-01,NA,"Boitsfort RC; Boitsfort Rugby; RC Boitsfort; Rugby Boitsfort; Rugby Club Boitsfort",NA,"Belgium",NA,NA,NA,NA,NA,NA,"Boitsfort_Rugby_Club","Boitsfort_Rugby_Club",NA,NA,NA,"http://dbpedia.org/resource/Boitsfort_Rugby_Club"
"Q2911617","Boston Irish Wolfhounds","rugby union club",1989-01-01,NA,"Boston Irish Wolfhounds RFC; Wolfhounds; Boston Irish Wolfhounds Rugby Football Club",NA,"U.S.A.",NA,NA,NA,NA,NA,NA,"Boston_Irish_Wolfhounds","Boston_Irish_Wolfhounds",NA,NA,NA,"http://dbpedia.org/resource/Boston_Irish_Wolfhounds"
"Q2921331","Boucau Tarnos stade","rugby union team",1907-01-01,NA,"Boucau Stade",NA,"France",NA,NA,NA,"Tarnos",NA,"1229dsm8",NA,"Boucau_Tarnos_stade",NA,NA,NA,NA
"Q2925165","Bridgend Ravens","rugby union team",1878-01-01,NA,"Bridgend Ravens Rugby Football Club; Bridgend RFC; Bridgend Ravens RFC; Ravens; The Bridge",NA,"United Kingdom",NA,"Brewery Field",NA,NA,NA,NA,"Bridgend_Ravens","Bridgend_Rugby_Football_Club","Bridgend_Ravens_Rugby_Football_Club","Bridgend_Ravens",NA,"http://dbpedia.org/resource/Bridgend_Ravens"
"Q2925718","British Columbia RU","rugby union team",1889-01-01,NA,"B.C.R.U.; BCRU; British Columbia Rugby Union; ラグビー女子ブリティッシュコロンビア州代表",NA,"Canada",NA,NA,NA,NA,NA,NA,"British_Columbia_Rugby_Union","British_Columbia_Rugby_Union",NA,NA,NA,NA
"Q2926274","Brothers Old Boys","rugby union team",1905-01-01,NA,"Brothers Rugby Club; 20",NA,"Australia","Queensland Premier Rugby",NA,NA,NA,NA,NA,"Brothers_Rugby_Club","Brothers_Old_Boys",NA,NA,"%E3%83%96%E3%83%A9%E3%82%B6%E3%83%BC%E3%82%BARC","http://dbpedia.org/resource/Brothers_Old_Boys"
"Q2927421","Buccaneers RFC","rugby union team",1994-01-01,NA,"Buccs; Buccaneers Rugby Football Club",NA,NA,NA,NA,NA,NA,NA,NA,"Buccaneers_RFC","Buccaneers_Rugby_Football_Club",NA,NA,NA,"http://dbpedia.org/resource/Buccaneers_RFC"
"Q2927879","Bulava Taganrog","rugby union club",1960-01-01,NA,NA,NA,"Russia",NA,NA,NA,NA,NA,"1xy2_xr_",NA,"Bulava_Taganrog",NA,NA,NA,NA
"Q2928543","Burnaby Lake Rugby Club","rugby union team",1994-01-01,NA,"Burnaby Lake RFC; Burnaby Lake Rugby","Rugby Canada","Canada",NA,NA,NA,"Burnaby",NA,NA,"Burnaby_Lake_Rugby_Club","Burnaby_Lake_Rugby_Club",NA,NA,NA,"http://dbpedia.org/resource/Burnaby_Lake_Rugby_Club"
