"clubId","clubLabel","clubTypeLabel","inceptionMax","inceptionFormat","terminationMax","terminationFormat","nickmaneLabels","affiliationLabels","countryLabels","competitionLabels","homeVenueLabels","homeVenueCapacities","locationLabels","AllRugbyIDs","GoogleKnowlIDs","articleEn","articleFr","articleIt","articleEs","articleJa"
"Q31174","Bay of Plenty RU","rugby union team","1911-01-01","1911-1-1",NA,NA,NA,"New Zealand Rugby","New Zealand","ITM Cup",NA,NA,"Mount Maunganui",NA,NA,"Bay_of_Plenty_Rugby_Union","Bay_of_Plenty_Rugby_Union","Bay_of_Plenty_Rugby_Union",NA,NA
"Q3117931","GS Figeac","rugby union team","1913-01-01","1913-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Figeac",NA,"1230v925",NA,"Groupe_sportif_figeacois",NA,NA,NA
"Q3118225","GD Direito","rugby union team",NA,NA,NA,NA,NA,NA,"Portugal",NA,NA,NA,"Lisbon",NA,NA,"Grupo_Desportivo_Direito","Grupo_Desportivo_Direito_de_Lisboa",NA,"Grupo_Desportivo_Direito",NA
"Q3121447","Guy's, Kings and St. Thomas' Rugby Football Club","rugby union club","1843-01-01","1843-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Guy%27s,_Kings_and_St_Thomas%27_RFC","Guy%27s,_Kings_and_St._Thomas%27_Rugby_Football_Club",NA,NA,NA
"Q31281653","Zaharrean Rugby Taldea","rugby union team","1963-01-01","1963-1-1",NA,NA,NA,NA,"Spain",NA,NA,NA,"San Sebastián",NA,NA,NA,NA,NA,"Zaharrean_Rugby_Taldea",NA
"Q31282285","Rugby Ourense Keltia","rugby union team","2014-01-01","2014-1-1",NA,NA,NA,NA,"Spain",NA,NA,NA,"Ourense",NA,NA,NA,NA,NA,NA,NA
"Q3135433","Highfield RFC","rugby union team","1930-01-01","1930-1-1",NA,NA,NA,NA,"Ireland","All-Ireland League",NA,NA,NA,NA,NA,"Highfield_R.F.C.","Highfield_Rugby_Football_Club",NA,NA,NA
"Q3135671","Hillhead Jordanhill RFC","rugby union team","1988-01-01","1988-1-1",NA,NA,NA,NA,"United Kingdom","Scottish Premiership Division Two","Hughenden Stadium",NA,NA,NA,NA,"Hillhead_Jordanhill_RFC","Hillhead_Jordanhill_Rugby_Football_Club",NA,NA,NA
"Q3148701","Illawarriors","rugby union team","2006-01-01","2006-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"Illawarriors","Illawarriors",NA,NA,NA
"Q3149412","Imperia-Dynamo Penza","rugby union club","2002-01-01","2002-1-1",NA,NA,NA,NA,"Russia",NA,NA,NA,NA,NA,NA,"Imperia-Dynamo_Penza","Imperia-Dynamo",NA,NA,NA
"Q3174673","UE Santboiana","rugby union club","1921-01-01","1921-1-1",NA,NA,NA,NA,"Spain","División de Honor de Rugby","Baldiri Aleu Stadium",NA,NA,NA,NA,"UE_Santboiana","Uni%C3%B3_Esportiva_Santboiana",NA,"Uni%C3%B3_Esportiva_Santboiana","UE%E3%82%B5%E3%83%B3%E3%83%9C%E3%82%A4%E3%82%A2%E3%83%8A"
"Q319305","Aberavon RFC","rugby union club","1876-01-01","1876-1-1",NA,NA,NA,NA,"United Kingdom",NA,"Talbot Athletic Ground",NA,"Port Talbot",NA,NA,"Aberavon_RFC","Aberavon_Rugby_Football_Club","Aberavon_Rugby_Football_Club",NA,NA
"Q3194941","Kelso RFC","rugby union team","1876-01-01","1876-1-1",NA,NA,NA,NA,"United Kingdom","Scottish Premiership Division Two",NA,NA,NA,NA,NA,"Kelso_RFC","Kelso_Rugby_Football_Club","Kelso_Rugby_Football_Club","Kelso_RFC",NA
"Q3196999","King Country Rugby Football Union","rugby union team","1922-01-01","1922-1-1",NA,NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA,"King_Country_Rugby_Football_Union","King_Country_Rugby_Football_Union",NA,"King_Country_Rugby",NA
"Q3198123","Kobelco Kobe Steelers","rugby union club","1928-01-01","1928-1-1",NA,NA,NA,NA,"Japan","Japan Rugby League One","Kobe Universiade Memorial Stadium; Wing Stadium Kobe","NA; 30132","Kobe",NA,NA,"Kobelco_Kobe_Steelers","Kobelco_Kobe_Steelers",NA,"Kobelco_Kobe_Steelers","%E3%82%B3%E3%83%99%E3%83%AB%E3%82%B3%E7%A5%9E%E6%88%B8%E3%82%B9%E3%83%86%E3%82%A3%E3%83%BC%E3%83%A9%E3%83%BC%E3%82%BA"
"Q3211747","La Plata Rugby Club","rugby union club","1934-01-01","1934-1-1",NA,NA,NA,"Unión de Rugby de Buenos Aires","Argentina",NA,NA,NA,"Manuel Bernardo Gonnet",NA,NA,"La_Plata_Rugby_Club","La_Plata_Rugby_Club",NA,"La_Plata_Rugby_Club",NA
"Q3217619","Lansdowne Football Club","rugby union club","1872-01-01","1872-1-1",NA,NA,NA,NA,"Ireland","All-Ireland League","Lansdowne Road",NA,NA,NA,NA,"Lansdowne_Football_Club","Lansdowne_Football_Club","Lansdowne_Football_Club","Lansdowne_Football_Club",NA
"Q3218248","Las Vegas Blackjacks RFC","rugby union team","1976-01-01","1976-1-1",NA,NA,NA,NA,"United States",NA,NA,NA,NA,NA,NA,"Las_Vegas_Blackjacks_RFC","Las_Vegas_Blackjacks_Rugby_Football_Club",NA,NA,NA
"Q3220658","Bugue Athletic Club","rugby union team","1902-01-01","1902-1-1","2013-01-01","2013-1-1",NA,NA,"France",NA,NA,NA,"Le Bugue",NA,"1q673pbw0",NA,"Bugue_Athletic_Club",NA,NA,NA
"Q3223482","Le Havre Athletic Club Rugby","rugby union team","1894-01-01","1894-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Le Havre",NA,NA,NA,"Le_Havre_Athletic_Club_rugby",NA,NA,NA
"Q3240887","Lille Métropole rugby","rugby union team","1996-02-01","1996-2-1","2016-04-06","2016-4-6",NA,NA,"France",NA,"Stadium Lille Métropole",NA,"Villeneuve-d'Ascq",NA,"1hcnfqt96",NA,"Lille_M%C3%A9tropole_rugby",NA,NA,NA
"Q325466","Heidelberger RK","rugby union team","1872-01-01","1872-1-1",NA,NA,NA,NA,"Germany","Rugby-Bundesliga",NA,NA,"Heidelberg",NA,NA,"Heidelberger_RK","Heidelberger_Ruderklub_1872_e.V.","Heidelberger_Ruderklub_1872",NA,NA
"Q3257128","Liverpool St Helens F.C.","rugby union team","1857-01-01","1857-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Liverpool_St_Helens_F.C.","Liverpool_St_Helens_Football_Club","Liverpool_St_Helens_Football_Club",NA,"%E3%83%AA%E3%83%B4%E3%82%A1%E3%83%97%E3%83%BC%E3%83%AB%E3%83%BB%E3%82%BB%E3%83%B3%E3%83%88%E3%83%BB%E3%83%98%E3%83%AC%E3%83%B3%E3%82%BAFC"
"Q32790180","Union Cognac Saint-Jean-d'Angély","rugby union team","2017-07-01","2017-7-1",NA,NA,NA,NA,"France",NA,"Parc des sports de Cognac",NA,"Cognac",NA,"11f06hrbr1","Union_Cognac_Saint-Jean-d%27Ang%C3%A9ly","Union_Cognac_Saint-Jean-d%27Ang%C3%A9ly",NA,NA,NA
"Q3282316","Malone RFC","rugby union team","1892-01-01","1892-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA,"Malone_RFC","Malone_Rugby_Football_Club",NA,NA,NA
"Q3285342","Manchester Rugby Club","rugby union team","1860-01-01","1860-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Manchester_Rugby_Club","Manchester_Rugby_Club",NA,NA,NA
"Q3286022","Manly RUFC","rugby union team","1906-01-01","1906-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"Manly_RUFC","Manly_Rugby_Football_Club",NA,NA,"%E3%83%9E%E3%83%B3%E3%83%AA%E3%83%BC%E3%83%BB%E3%83%9E%E3%83%BC%E3%83%AA%E3%83%B3%E3%82%BA"
"Q3291603","Dendermonde Rugby Club","rugby union team","1962-01-01","1962-1-1",NA,NA,NA,NA,"Belgium",NA,NA,NA,NA,NA,NA,"Dendermonde_Rugby_Club","Dendermondse_Rugby_Club",NA,NA,NA
"Q3294873","Unión de Sunchales","rugby union club","1948-04-02","1948-4-2",NA,NA,NA,NA,"Argentina",NA,NA,NA,"Sunchales",NA,NA,"Uni%C3%B3n_de_Sunchales",NA,NA,"Club_Atl%C3%A9tico_Uni%C3%B3n_(Sunchales)",NA
"Q3296656","Cameroon national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Cameroon",NA,NA,NA,NA,NA,NA,"Cameroon_national_rugby_union_team","%C3%89quipe_du_Cameroun_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Camerun",NA,NA
"Q3301148","Kenya national rugby union team","national rugby union team","1955-01-01","1955-1-1",NA,NA,"Simbas",NA,"Kenya",NA,"RFUEA Ground","3000",NA,NA,NA,"Kenya_national_rugby_union_team","%C3%89quipe_du_Kenya_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Kenya","Selecci%C3%B3n_de_rugby_de_Kenia","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%B1%E3%83%8B%E3%82%A2%E4%BB%A3%E8%A1%A8"
"Q3301431","Club Obras Sanitarias","rugby union club","1917-01-01","1917-1-1",NA,NA,NA,NA,"Argentina",NA,"Obras Sanitarias Arena",NA,"Núñez",NA,NA,"Obras_Sanitarias","Club_Atl%C3%A9tico_Obras_Sanitarias_de_la_Naci%C3%B3n","Club_Atl%C3%A9tico_Obras_Sanitarias_de_la_Naci%C3%B3n","Club_Atl%C3%A9tico_Obras_Sanitarias_de_la_Naci%C3%B3n",NA
"Q3312695","Midleton RFC","rugby union team","1927-01-01","1927-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA,"Midleton_RFC","Midleton_Rugby_Football_Club",NA,NA,NA
"Q3322823","Montluçon Rugby","rugby union team","2005-01-01","2005-1-1","2016-01-01","2016-1-1",NA,NA,"France",NA,NA,NA,"Saint-Victor",NA,NA,"Montlu%C3%A7on_Rugby","Montlu%C3%A7on_Rugby",NA,NA,NA
"Q3324822","Mosman Rugby Club","rugby union team","1890-01-01","1890-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"Mosman_Rugby_Club","Mosman_Rugby_Club",NA,NA,NA
"Q3326862","Hernani Club Rugby Elkartea","rugby union team","1965-01-01","1965-1-1",NA,NA,NA,NA,"Basque Country",NA,NA,NA,NA,NA,NA,"Hernani_CRE",NA,NA,"Hernani_Club_de_Rugby_Elkartea","%E3%82%A8%E3%83%AB%E3%83%8A%E3%83%8BCRE"
"Q3334335","NEC Green Rockets Tokatsu","rugby union club","1985-01-01","1985-1-1",NA,NA,NA,NA,"Japan","Japan Rugby League One","Kashiwanoha Park Stadium",NA,NA,NA,NA,"Green_Rockets_Tokatsu","NEC_Green_Rockets_Tokatsu",NA,NA,"NEC%E3%82%B0%E3%83%AA%E3%83%BC%E3%83%B3%E3%83%AD%E3%82%B1%E3%83%83%E3%83%84%E6%9D%B1%E8%91%9B"
"Q3335463","Welwitschias","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"120l2sf4","Welwitschias","Namibia_Welwitschias",NA,"Welwitschias",NA
"Q3339110","Newfoundland Rock","rugby union team","1984-01-01","1984-1-1",NA,NA,NA,NA,"Canada",NA,NA,NA,NA,NA,NA,"Newfoundland_Rock","Newfoundland_Rock_Rugby_Football_Club",NA,NA,NA
"Q3339439","Niagara Lightning","rugby union team","2004-01-01","2004-1-1",NA,NA,NA,NA,"Canada",NA,NA,NA,NA,NA,NA,"Niagara_Lightning","Niagara_Thunder_Rugby_Football_Club",NA,NA,NA
"Q3342196","Niterói Rugby","rugby union club",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"1236ymcp",NA,"Niter%C3%B3i_Rugby","Niter%C3%B3i_Rugby",NA,NA
"Q3344223","Northern Suburbs Rugby Club","rugby union team","1900-01-01","1900-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"Northern_Suburbs_Rugby_Club","Northern_Suburbs_Rugby_Football_Club",NA,NA,"%E3%83%8E%E3%83%BC%E3%82%B6%E3%83%B3%E3%82%B5%E3%83%90%E3%83%BC%E3%83%96%E3%82%B9RFC"
"Q3344238","North Brisbane Rugby Club","rugby union team","1927-01-01","1927-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"North_Brisbane_Rugby_Club","North_Brisbane_Rugby_Club",NA,NA,NA
"Q3345530","RC Novokuznetsk","rugby union club","1967-01-01","1967-1-1",NA,NA,NA,NA,"Russia",NA,NA,NA,NA,NA,NA,"RC_Novokuznetsk","Novokouznetsk_Rugby",NA,NA,NA
"Q334657","Chile national rugby union team","national rugby union team","1936-09-18","1936-9-18",NA,NA,"los Cóndores",NA,"Chile",NA,NA,NA,NA,NA,NA,"Chile_national_rugby_union_team","%C3%89quipe_du_Chili_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Cile","Selecci%C3%B3n_de_rugby_de_Chile","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%81%E3%83%AA%E4%BB%A3%E8%A1%A8"
"Q3346707","Nyon Rugby Club","rugby union team","1972-01-01","1972-1-1",NA,NA,NA,NA,"Switzerland",NA,"Centre sportif de Colovray",NA,NA,NA,NA,"Nyon_Rugby_Club","Nyon_rugby_club",NA,NA,NA
"Q3350183","Old Crescent","rugby union team","1947-01-01","1947-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA,"Old_Crescent_RFC","Old_Crescent_Rugby_Football_Club",NA,NA,NA
"Q3350201","Old Mission Beach Athletic Club RFC","rugby union club","1966-01-01","1966-1-1",NA,NA,NA,NA,"United States",NA,NA,NA,NA,NA,NA,"OMBAC_Rugby","Old_Mission_Beach_Athletic_Club_Rugby_Football_Club",NA,NA,NA
"Q3350224","Old Wesley RFC","rugby union club","1891-01-01","1891-1-1",NA,NA,NA,NA,"Ireland","All-Ireland League","Donnybrook Stadium",NA,NA,NA,NA,"Old_Wesley_R.F.C.","Old_Wesley_Rugby_Football_Club",NA,NA,NA
"Q335062","Belgium national rugby union team","national rugby union team","1930-07-01","1930-7-1",NA,NA,"Diables noirs",NA,"Belgium",NA,NA,NA,NA,NA,NA,"Belgium_national_rugby_union_team","%C3%89quipe_de_Belgique_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Belgio","Selecci%C3%B3n_de_rugby_de_B%C3%A9lgica","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%99%E3%83%AB%E3%82%AE%E3%83%BC%E4%BB%A3%E8%A1%A8"
"Q3351667","Olympique","defunct rugby union club","1895-01-01","1895-1-1","1902-01-01","1902-1-1",NA,NA,"France",NA,"Parc des Princes",NA,"Paris",NA,"155pbnq_",NA,"Olympique_(rugby_%C3%A0_XV,_1895)",NA,"Olympique_de_Par%C3%ADs",NA
"Q3351695","Olympique de Béja","rugby union club","1929-01-01","1929-1-1",NA,NA,NA,NA,"Tunisia",NA,NA,NA,"Béja",NA,"121hx4ch",NA,"Olympique_de_B%C3%A9ja_(rugby_%C3%A0_XV)",NA,NA,NA
"Q3351703","Olympique de Marseille","rugby union team","1899-01-01","1899-1-1","1940-01-01","1940-1-1",NA,NA,"France",NA,"Stade de l'Huveaune",NA,"Marseille",NA,"121k2ll_",NA,"Olympique_de_Marseille_(rugby_%C3%A0_XV)",NA,NA,NA
"Q3356673","Orrell Rugby Club","rugby union club","1927-01-01","1927-1-1",NA,NA,NA,"Rugby Football Union","United Kingdom","Cheshire Division 3","St John Rigby College",NA,"Wigan",NA,NA,"Orrell_R.U.F.C.","Orrell_Rugby_Union_Football_Club","Orrell_Rugby_Union_Football_Club",NA,"%E3%82%AA%E3%83%AC%E3%83%ABRUFC"
"Q3358855","Ovalie caennaise","rugby union club","2003-01-01","2003-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Caen",NA,"122jx12g",NA,"Ovalie_caennaise",NA,NA,NA
"Q3359056","Oxford University RFC","rugby union team","1869-01-01","1869-1-1",NA,NA,NA,NA,"United Kingdom",NA,"Iffley Road rugby football ground",NA,NA,NA,NA,"Oxford_University_RFC","Oxford_University_Rugby_Football_Club",NA,NA,NA
"Q3361904","Saiatama Panasonic Wild Knights","rugby union club","1960-01-01","1960-1-1",NA,NA,NA,NA,"Japan","Japan Rugby League One","Kumagaya Rugby Stadium",NA,"Kumagaya",NA,NA,"Saitama_Wild_Knights","Saitama_Wild_Knights","Saitama_Wild_Knights","Saitama_Wild_Knights","%E5%9F%BC%E7%8E%89%E3%83%91%E3%83%8A%E3%82%BD%E3%83%8B%E3%83%83%E3%82%AF%E3%83%AF%E3%82%A4%E3%83%AB%E3%83%89%E3%83%8A%E3%82%A4%E3%83%84"
"Q3365354","Paris Université Club","rugby union team","1906-01-01","1906-1-1",NA,NA,"les Pucistes","French Rugby Federation","France","Fédérale 2","Stade Charléty","20000","Paris",NA,NA,"Paris_Universit%C3%A9_Club_(rugby_union)","Paris_universit%C3%A9_club_(rugby_%C3%A0_XV)","Paris_Universit%C3%A9_Club_(rugby_a_15)",NA,NA
"Q3366023","Parramatta Two Blues","rugby union team","1879-01-01","1879-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"Western_Sydney_Two_Blues","Parramatta_Two_Blues",NA,NA,"%E3%82%A6%E3%82%A7%E3%82%B9%E3%82%BF%E3%83%B3%E3%82%B7%E3%83%89%E3%83%8B%E3%83%BC%E3%83%BB%E3%83%88%E3%82%A5%E3%83%BC%E3%83%96%E3%83%AB%E3%83%BC%E3%82%BA"
"Q3366115","Partenope Rugby","rugby union team","1951-01-01","1951-1-1","1969-01-01","1969-1-1",NA,"Italian Rugby Federation","Italy","Serie B","Stadio Militare dell'Arenaccia","3000",NA,NA,"1230251p",NA,"Partenope_Rugby","Partenope_Rugby","Partenope_Rugby",NA
"Q3373335","Pays Médoc Rugby","rugby union club","2000-01-01","2000-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Pauillac",NA,NA,NA,"Pays_M%C3%A9doc_Rugby",NA,NA,NA
"Q3374636","Penarth RFC","rugby union team","1879-01-01","1879-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Penarth_RFC","Penarth_Rugby_Football_Club","Penarth_Rugby_Football_Club",NA,NA
"Q3374816","Penrith Emus Rugby","rugby union team","1965-01-01","1965-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"Penrith_Emus_Rugby","Penrith_Emus_Rugby",NA,NA,NA
"Q3376168","Perth Spirit","defunct rugby union club","2007-01-01","2007-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"Perth_Spirit","Perth_Spirit",NA,"Perth_Spirit",NA
"Q3391693","CAU Rugby Valencia","rugby union team","1973-01-01","1973-1-1",NA,NA,NA,NA,"Spain",NA,NA,NA,NA,NA,NA,"CAU_Rugby_Valencia",NA,NA,"CAU_Rugby_Valencia",NA
"Q3391709","CR Cisneros","rugby union team","1943-01-01","1943-1-1",NA,NA,NA,NA,"Spain","División de Honor de Rugby","Estadio Nacional Complutense",NA,NA,NA,NA,"CR_Cisneros","Club_de_Rugby_Complutense_Cisneros",NA,"Club_de_Rugby_Cisneros",NA
"Q3392807","Plymouth Albion R.F.C.","rugby union club","1875-01-01","1875-1-1",NA,NA,NA,NA,"United Kingdom","National League 1",NA,NA,"Plymouth",NA,NA,"Plymouth_Albion_R.F.C.","Plymouth_Albion_Rugby_Football_Club",NA,NA,NA
"Q3393984","Eibar RT","rugby union team","1977-01-01","1977-1-1",NA,NA,NA,NA,"Spain",NA,NA,NA,NA,NA,NA,"Eibar_RT",NA,NA,"Eibar_Rugby_Taldea",NA
"Q3394565","Shannon RFC","rugby union team","1884-01-01","1884-1-1",NA,NA,NA,NA,"Ireland","All-Ireland League","Thomond Park",NA,NA,NA,NA,"Shannon_RFC","Shannon_Rugby_Football_Club","Shannon_Rugby_Football_Club","Shannon_RFC",NA
"Q3394573","St Mary's College RFC","rugby union team","1900-01-01","1900-1-1",NA,NA,NA,NA,"Ireland","All-Ireland League",NA,NA,NA,NA,NA,"St_Mary%27s_College_RFC","St._Mary%27s_College_Rugby_Football_Club","St._Mary%27s_College_RFC","St_Mary%27s_College_RFC",NA
"Q3398348","Port Hacking Rugby Football Club","rugby union club","1957-01-01","1957-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113qbvwh1",NA,"Port_Hacking_Rugby_Football_Club",NA,NA,NA
"Q3415102","SCM USV Timișoara","rugby union club","1949-10-01","1949-10-1",NA,NA,NA,NA,"Romania","Liga Naţională de Rugby","Stadionul Dan Păltinișanu","32972",NA,NA,NA,"SCM_USV_Timi%C8%99oara","SCM_Rugby_Timi%C8%99oara","Rugby_Club_Municipal_Timi%C8%99oara",NA,"SCM%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%BB%E3%83%86%E3%82%A3%E3%83%9F%E3%82%B7%E3%83%A7%E3%82%A2%E3%83%A9"
"Q3415111","RC Aachen","rugby union team","1980-01-01","1980-1-1",NA,NA,NA,NA,"Germany","Rugby-Bundesliga",NA,NA,"Aachen",NA,NA,"RC_Aachen","Rugby_Club_Aachen",NA,NA,NA
"Q3415113","RC Kuban","rugby union club","1996-01-01","1996-1-1",NA,NA,NA,NA,"Russia",NA,NA,NA,NA,NA,"155q5b_q","RC_Kuban","RC_Kuban_Krasnodar",NA,NA,NA
"Q3415114","RC Frameries","rugby union team","1966-01-01","1966-1-1",NA,NA,NA,NA,"Belgium",NA,NA,NA,NA,NA,NA,"RC_Frameries","Rugby_Club_Frameries",NA,NA,NA
"Q3415115","RC Sélestat Giessen","rugby union club",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Sélestat",NA,"1214m3gs",NA,"Rugby_Club_S%C3%A9lestat_Giessen",NA,NA,NA
"Q3415118","RC Soignies","rugby union team","1973-01-01","1973-1-1",NA,NA,NA,NA,"Belgium",NA,NA,NA,NA,NA,NA,"RC_Soignies","Rugby_club_Soignies",NA,NA,NA
"Q3415234","RK Heusenstamm","rugby union team","1979-01-01","1979-1-1",NA,NA,NA,NA,"Germany","Rugby-Bundesliga",NA,NA,NA,NA,"11cmffvf9b","RK_Heusenstamm","RK_Heusenstamm",NA,NA,NA
"Q3416284","Racing Jet Bruxelles","rugby union team","1935-01-01","1935-1-1",NA,NA,NA,NA,"Belgium",NA,NA,NA,NA,NA,"155sww0l",NA,"Racing_Jet_Bruxelles",NA,NA,NA
"Q3416290","Racing universitaire de Casablanca","rugby union team","1929-01-01","1929-1-1",NA,NA,NA,NA,"Morocco",NA,NA,NA,"Casablanca",NA,"1hhzgq_cl",NA,"Racing_universitaire_Casablanca",NA,NA,NA
"Q3416293","Racing Club Vichy Rugby","rugby union team","1905-01-01","1905-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Vichy",NA,NA,"RC_Vichy_(rugby_union)","Racing_Club_Vichy_rugby",NA,NA,NA
"Q3416294","RC Chalon","rugby union team","1899-01-01","1899-1-1","2016-02-16","2016-2-16",NA,NA,"France",NA,NA,NA,"Chalon-sur-Saône",NA,NA,"RC_Chalon","Racing_Club_chalonnais",NA,NA,NA
"Q3416304","Rugby Club de l'agglomération de Cergy-Pontoise","rugby union team","2003-06-01","2003-6-1","2011-07-26","2011-7-26",NA,NA,"France",NA,NA,NA,"Pontoise",NA,"121259c4",NA,"Rugby_Club_de_l%27agglom%C3%A9ration_de_Cergy-Pontoise",NA,NA,NA
"Q3418861","Randwick DRUFC","rugby union team","1882-01-01","1882-1-1",NA,NA,"Wicks; Galloping Greens","Rugby Australia","Australia","Shute Shield",NA,NA,"Randwick",NA,NA,"Randwick_DRUFC","Randwick_District_Rugby_Union_Football_Club","Randwick_District_Rugby_Union_Football_Club","Randwick_DRUFC","%E3%83%A9%E3%83%B3%E3%83%89%E3%82%A6%E3%82%A3%E3%83%83%E3%82%AF%E3%83%BB%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC"
"Q3431476","Richmond Rugby Club","rugby union club","1861-01-01","1861-1-1",NA,NA,NA,"Rugby Football Union","United Kingdom","National League 1","Athletic Ground","4500",NA,NA,NA,"Richmond_F.C.","Richmond_Football_Club","Richmond_Football_Club",NA,"%E3%83%AA%E3%83%83%E3%83%81%E3%83%A2%E3%83%B3%E3%83%89FC"
"Q3435957","RC Dragon Brno","rugby union team","1946-01-01","1946-1-1",NA,NA,NA,NA,"Czech Republic",NA,NA,NA,NA,NA,NA,"RC_Dragon_Brno",NA,"Rugby_Club_Dragon_Brno",NA,NA
"Q3442851","Rosslyn Park F.C.","rugby union team","1879-01-01","1879-1-1",NA,NA,NA,NA,"United Kingdom","National League 1","The Rock","2000",NA,NA,NA,"Rosslyn_Park_F.C.","Rosslyn_Park_Football_Club","Rosslyn_Park_Football_Club",NA,"%E3%83%AD%E3%82%BA%E3%83%AA%E3%83%B3%E3%83%91%E3%83%BC%E3%82%AFFC"
"Q3452817","Rugby Bologna","rugby union team","1928-01-01","1928-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie B","Arcoveggio Stadium","2700","Bologna",NA,"120hnnh9",NA,"Rugby_Bologne_1928","Rugby_Bologna_1928",NA,NA
"Q3452821","Rugby Club Ettahrir","rugby union club","1995-01-01","1995-1-1",NA,NA,NA,NA,"Tunisia",NA,NA,NA,"Tunis",NA,"121bdc4z",NA,"Rugby_Club_Ettahrir",NA,NA,NA
"Q3452823","Rugby Club Béja","rugby union club","1969-01-01","1969-1-1",NA,NA,NA,NA,"Tunisia",NA,NA,NA,"Béja",NA,"12302hps",NA,"Rugby_Club_B%C3%A9ja",NA,NA,NA
"Q3452824","Rugby Club Visé","rugby union team","1970-01-01","1970-1-1",NA,NA,NA,NA,"Belgium",NA,NA,NA,NA,NA,"121n9rk2",NA,"Royal_Rugby_Club_Vis%C3%A9",NA,NA,NA
"Q3452825","Rugby Club Stade Phocéen","rugby union team","2000-01-01","2000-1-1",NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,NA,"Rugby_Club_Stade_Phoc%C3%A9en","Stade_phoc%C3%A9en_Marseille_Vitrolles",NA,NA,NA
"Q3452828","Rugby Club Luxembourg","rugby union team","1973-01-01","1973-1-1",NA,NA,NA,NA,"Luxembourg",NA,NA,NA,NA,NA,NA,"Rugby_Club_Luxembourg","Rugby_Club_Luxembourg",NA,NA,NA
"Q3452829","Rugby Club de Zéramdine","rugby union club",NA,NA,NA,NA,NA,NA,"Tunisia",NA,NA,NA,"Zéramdine",NA,"1hc0qsqy9",NA,"Rugby_Club_de_Z%C3%A9ramdine",NA,NA,NA
"Q3452837","Rugby Lions","rugby union team","1867-01-01","1867-1-1",NA,NA,NA,NA,"United Kingdom","Midlands 1 East",NA,NA,NA,NA,NA,"Rugby_Lions","Rugby_Lions",NA,NA,"%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%BB%E3%83%A9%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%BA"
"Q3452840","Rugby Lyons Piacenza","rugby union team","1963-01-01","1963-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie A Élite","Stadio Walter Beltrametti","3000","Piacenza",NA,NA,"Rugby_Lyons_Piacenza","Rugby_Lyons_Piacenza","Rugby_Lyons",NA,NA
